seed	s	h	m	bene_rank	bene_prop	mean_global	var_prop	var_prop_10Mb	q95_prop	median_tract	mean_tract	var_tract	q95_tract	length_75_prop	length_95_prop	avg_switches	global_75_prop	iDAT_score
9774	0.106787818623707	1	0.453838966041803	0.9992724	0.6610408	0.5330604	0.0008621954	0.0003608216	0.5973684	16.82081	16.82599	1.054329	18.19057	2.993205e-05	0	23.59038	0.003601108	-0.341000233276064
9775	0.105205335933715	1	0.837677798420191	0.9820877	0.8844084	0.8624445	9.479575e-05	1.241904e-05	0.8799763	18.3298	18.14261	0.6692027	19.05998	0.05378317	0.005839187	11.3057	0.9578947	-2.59108632157824
9776	0.168795767100528	1	0.564085522852838	0.9997987	0.765651	0.6441922	0.0009156206	0.0002906236	0.7055402	17.55663	17.17761	1.009585	18.41654	0.0001033699	0	21.8906	0.09362881	-0.862692645546175
9777	0.156315844506025	1	0.402692069672048	0.9997986	0.6762366	0.5086282	0.001617075	0.000651221	0.5911555	16.71984	16.74655	1.058062	18.14032	0	0	23.51981	0.001068461	-0.244099969904704
9778	0.0828560568392277	1	0.873966983892024	0.980088	0.9029877	0.8939573	2.217022e-05	1.33969e-05	0.9016225	18.47783	18.31124	0.6307686	19.17757	0.1071061	0.01976466	8.869964	0.9883261	-2.73946598428881
9779	0.181725872214884	1	0.22634749636054	0.9998204	0.6088445	0.348476	0.00330632	0.001376783	0.4768302	16.41853	16.41734	1.092269	17.92567	0	0	21.0115	0	0.387669276293325
977	0.181931962445378	1	0.280465020798147	0.9996956	0.6462802	0.4000693	0.002859661	0.00117497	0.5223585	16.51268	16.54308	1.027772	17.99502	0	0	22.39523	0	0.118559092513754
9780	0.128861538413912	1	0.266009164601564	0.9998599	0.5707756	0.3719133	0.001950679	0.0008922612	0.469628	16.45539	16.46947	1.056197	17.9418	0	0	21.82849	0	0.276273958992865
9781	0.0371055150404572	1	0.159170014970005	0.9994712	0.2507717	0.1807503	0.0002447811	0.0001596341	0.2133558	16.02491	16.00743	1.005006	17.73747	0	0	13.81183	0	1.92144504419226
9782	0.113648642133921	1	0.187434949725866	0.9998831	0.4717649	0.2796292	0.001855033	0.0008205085	0.3703997	16.28792	16.29145	1.058962	17.85843	0	0	18.38759	0	0.800048678954144
9783	0.133380213286728	1	0.705499898456037	0.9999085	0.8117135	0.7631135	0.0001439783	3.652915e-05	0.7894539	17.84161	17.56044	0.9691162	18.7154	0.004070788	0.0001462559	17.14167	0.5946973	-1.41411139224901
9784	0.107291616220027	1	0.620206787623465	0.9999833	0.74074	0.6648233	0.0003949651	0.0001241363	0.7036209	17.58026	17.20719	1.034719	18.45034	0.0002136923	0	21.20307	0.142224	-0.94078699258696
